EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
964602,ADAMS CO.,LEADER,06/19/2021,1326,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,159499,C,1,BOU,0,0,Trained Spotter, ,0.01,25,6,ENE,6,ENE,LEADER,06/19/2021,1329,39.93,-103.95,39.93,-103.95,"A landspout touched down briefly in an open field.  No damage was observed.","Severe thunderstorms produced several short-lived landspouts, large hail, damaging winds.  Five landspouts, all rated EF-0, touched down briefly in portions of eastern Adams and Morgan Counties.  Large hail, up to half dollar size, was observed in eastern Adams, Logan, and Washington counties.  Intense thunderstorm winds, ranging from 60 to 80 mph, were reported in northern Lincoln, western Logan, and southeastern Washington counties.  The winds downed a power line along Logan County Road 34, north of Sterling.   Minor tree damage was observed in northeast Lincoln County.",76
964603,ADAMS CO.,LEADER,06/19/2021,1334,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,159499,C,1,BOU,0,0,Trained Spotter, ,0.01,25,6,NNE,6,NNE,LEADER,06/19/2021,1335,39.97,-104,39.97,-104,"A landspout touched down briefly in an open field.  No damage was observed.","Severe thunderstorms produced several short-lived landspouts, large hail, damaging winds.  Five landspouts, all rated EF-0, touched down briefly in portions of eastern Adams and Morgan Counties.  Large hail, up to half dollar size, was observed in eastern Adams, Logan, and Washington counties.  Intense thunderstorm winds, ranging from 60 to 80 mph, were reported in northern Lincoln, western Logan, and southeastern Washington counties.  The winds downed a power line along Logan County Road 34, north of Sterling.   Minor tree damage was observed in northeast Lincoln County.",77
964604,MORGAN CO.,ADENA,06/19/2021,1343,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,159499,C,87,BOU,0,0,Trained Spotter, ,0.01,25,2,W,2,W,ADENA,06/19/2021,1344,40.02,-103.93,40.02,-103.93,"A landspout touched down briefly in an open field.  No damage was observed.","Severe thunderstorms produced several short-lived landspouts, large hail, damaging winds.  Five landspouts, all rated EF-0, touched down briefly in portions of eastern Adams and Morgan Counties.  Large hail, up to half dollar size, was observed in eastern Adams, Logan, and Washington counties.  Intense thunderstorm winds, ranging from 60 to 80 mph, were reported in northern Lincoln, western Logan, and southeastern Washington counties.  The winds downed a power line along Logan County Road 34, north of Sterling.   Minor tree damage was observed in northeast Lincoln County.",78
971624,WASHINGTON CO.,BURDETT,07/03/2021,1519,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,160861,C,121,BOU,0,0,Trained Spotter, ,0.01,25,1,NE,1,NE,BURDETT,07/03/2021,1520,40.37,-102.94,40.37,-102.94,"A landspout touched down briefly in an open field.  No damage was observed.","Severe thunderstorms produced damaging winds, large hail, and two weak landspouts over Logan, Morgan and Washington counties.  Large hail, up to ping pong ball size and wind gusts to 60 mph, caused minor tree damage.",79
971625,MORGAN CO.,GARY,07/03/2021,1541,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,160861,C,87,BOU,0,0,Trained Spotter, ,0.01,25,6,WSW,6,WSW,GARY,07/03/2021,1545,40.06,-103.69,40.06,-103.69,"A landspout touched down briefly in an open field.  No damage was observed.","Severe thunderstorms produced damaging winds, large hail, and two weak landspouts over Logan, Morgan and Washington counties.  Large hail, up to ping pong ball size and wind gusts to 60 mph, caused minor tree damage.",80
977407,PROWERS CO.,LAMAR ARPT,07/06/2021,1314,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,161572,C,99,PUB,0,0,Public, ,0.19,20,13,S,13,S,LAMAR ARPT,07/06/2021,1317,37.88,-102.69,37.8803,-102.6865,"Two brief landspout tornadoes occurred simultaneously.","Another active day with showers and thunderstorms occurring across southern Colorado, especially along the eastern mountains and into the I-25 corridor. While there was an isolated severe threat, the main risk on this day was heavy rainfall with flash flooding.",81
978661,PHILLIPS CO.,HOLYOKE ARPT,08/19/2021,1607,Tornado, ,EF1,0,0,20000,0,CO,MST-7, ,162089,C,95,BOU,0,0,Public, ,0.01,50,9,ESE,9,ESE,HOLYOKE ARPT,08/19/2021,1612,40.52,-102.11,40.52,-102.11,"A tornado touched down and destroyed two outbuildings.  It also rolled a semi trailer.","Severe thunderstorms produced intense winds and large hail across Adams, Broomfield, Douglas, Jefferson, Morgan, Weld and Phillips counties.  The hail ranged in size from one to two inches in diameter.  Three short-lived brief tornadoes touched down in Phillips County.  One caused moderate damage, when it destroyed two outbuildings and rolled over a semi-trailer.  Very heavy rainfall in southeast Phillips County, caused flash flooding the forced closures of US 6 east of Holyoke and several other county roads southeast of town.",82
978660,PHILLIPS CO.,HOLYOKE ARPT,08/19/2021,1609,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,162089,C,95,BOU,0,0,Storm Chaser, ,0.01,25,8,ESE,8,ESE,HOLYOKE ARPT,08/19/2021,1610,40.55,-102.13,40.55,-102.13,"A tornado touched down briefly in an open field.  No damage was observed.","Severe thunderstorms produced intense winds and large hail across Adams, Broomfield, Douglas, Jefferson, Morgan, Weld and Phillips counties.  The hail ranged in size from one to two inches in diameter.  Three short-lived brief tornadoes touched down in Phillips County.  One caused moderate damage, when it destroyed two outbuildings and rolled over a semi-trailer.  Very heavy rainfall in southeast Phillips County, caused flash flooding the forced closures of US 6 east of Holyoke and several other county roads southeast of town.",83
978659,PHILLIPS CO.,HOLYOKE ARPT,08/19/2021,1620,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,162089,C,95,BOU,0,0,Trained Spotter, ,0.02,25,8,ESE,8,ESE,HOLYOKE ARPT,08/19/2021,1630,40.53,-102.14,40.53,-102.14,"A weak tornado touched down in an open field, but no damage was reported.","Severe thunderstorms produced intense winds and large hail across Adams, Broomfield, Douglas, Jefferson, Morgan, Weld and Phillips counties.  The hail ranged in size from one to two inches in diameter.  Three short-lived brief tornadoes touched down in Phillips County.  One caused moderate damage, when it destroyed two outbuildings and rolled over a semi-trailer.  Very heavy rainfall in southeast Phillips County, caused flash flooding the forced closures of US 6 east of Holyoke and several other county roads southeast of town.",84
1029805,LOGAN CO.,POWELL,05/16/2022,1719,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,169720,C,75,BOU,0,0,Trained Spotter, ,0.1,20,3,S,3,S,POWELL,05/16/2022,1720,40.73,-102.99,40.73,-102.99,"Landspout; funnel and ground circulation confirmed in photos; time and location estimated.  No damage was observed.","A few severe storms brought produced gusts up to 60 mph in Phillips and Sedgwick counties.  A brief land spout touched down in an open field in Logan County.",85
1040363,BENT CO.,LAS ANIMAS,06/03/2022,1600,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,171367,C,11,PUB,0,0,Trained Spotter, ,5.26,20,11,WSW,7,SW,LAS ANIMAS,06/03/2022,1615,38.01,-103.4,37.9997,-103.3042,"Initial updrafts of developing thunderstorms interacted with an outflow boundary and produced a landspout tornado, which was on the ground for approximately 10-15 mins. Numerous photos on social media showed a dusty landspout. This preceded the development of a mesocyclonic tornado farther east.","A complex of thunderstorms developed along the Palmer Divide and pushed eastward across the lower Arkansas River Valley during the evening hours of June 3rd. One of the storms in particular went on to produce numerous tornadoes and large damaging hail in Otero and Bent County, Colorado.",86
1040364,BENT CO.,FT LYON,06/03/2022,1623,Tornado, ,EF0,0,0,5000,0,CO,MST-7, ,171367,C,11,PUB,0,0,Public, ,4.18,5,4,N,4,ENE,FT LYON,06/03/2022,1628,38.15,-103.16,38.1237,-103.0907,"A tornado was confirmed by an induvial who picked up in a truck, rotated 120 degrees, had his windows blown out, and mirrors ripped off. He reported that the tornado was roughly the size of truck. He also reported power lines down. This was confirmed by local authorities.","A complex of thunderstorms developed along the Palmer Divide and pushed eastward across the lower Arkansas River Valley during the evening hours of June 3rd. One of the storms in particular went on to produce numerous tornadoes and large damaging hail in Otero and Bent County, Colorado.",87
1040362,BENT CO.,HASTY,06/03/2022,1643,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,171367,C,11,PUB,0,0,Public, ,5.52,20,0,N,2,SSW,MC CLAVE,06/03/2022,1648,38.11,-102.96,38.1016,-102.8591,"Photo evidence of a tornado associated with the occlusion of the circulation south of the earlier bent county tornadic circulation. tornado lasted approximately 5 minutes, starting at 5:43 pm mdt, as viewed by multiple individuals looking west, to the south of Wiley, CO.","A complex of thunderstorms developed along the Palmer Divide and pushed eastward across the lower Arkansas River Valley during the evening hours of June 3rd. One of the storms in particular went on to produce numerous tornadoes and large damaging hail in Otero and Bent County, Colorado.",88
1038113,YUMA CO.,SCHRAMM,06/03/2022,1758,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170994,C,125,GLD,0,0,Public, ,3.64,50,10,SSE,8,WNW,VERNON,06/03/2022,1806,39.9704,-102.5017,39.9542,-102.4362,"Report of a tornado being spotted at roughly 6:58 pm MDT, which lasted around 8 minutes. Visible ground circulation beneath a funnel. Estimated precise locations with radar.","On June 3rd, thunderstorms developed along the Front Range of the Rocky Mountains during the late afternoon hours and moved eastward across east-central Colorado going into the evening hours. These thunderstorms produced hail up to a quarter in size, wind gusts up to 79 mph, and a few short lived tornadoes.",89
1038112,YUMA CO.,WRAY BOWMAN ARPT,06/03/2022,1811,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170994,C,125,GLD,0,0,Storm Chaser, ,2.34,50,4,WNW,2,NW,WRAY BOWMAN ARPT,06/03/2022,1815,39.9916,-102.3526,39.9955,-102.3087,"Chase reported a tornado southwest of Wray, Colorado. Several videos showing a funnel as well as a debris swirl on the ground. Chaser was driving east on County Road 33, looking south. Exact location determined by radar.","On June 3rd, thunderstorms developed along the Front Range of the Rocky Mountains during the late afternoon hours and moved eastward across east-central Colorado going into the evening hours. These thunderstorms produced hail up to a quarter in size, wind gusts up to 79 mph, and a few short lived tornadoes.",90
1038114,YUMA CO.,BONNY LAKE,06/03/2022,1840,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170994,C,125,GLD,0,0,Broadcast Media, ,0.65,50,3,W,2,W,BONNY LAKE,06/03/2022,1841,39.6219,-102.2559,39.6159,-102.2463,"Landspout observed looking south from the intersection of US-36 and US-385. Media personnel estimated it was roughly 2-3 miles south of report location along County Road EE. Pictures received. Estimated more precise locations with radar.","On June 3rd, thunderstorms developed along the Front Range of the Rocky Mountains during the late afternoon hours and moved eastward across east-central Colorado going into the evening hours. These thunderstorms produced hail up to a quarter in size, wind gusts up to 79 mph, and a few short lived tornadoes.",91
1038137,CHEYENNE CO.,FIRSTVIEW,06/04/2022,1608,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,171049,C,17,GLD,0,0,Public, ,0.71,50,11,NNE,11,NNW,CHEYENNE WELLS,06/04/2022,1612,38.9642,-102.4477,38.9559,-102.4398,"Landspout tornado lasted around 3 to 4 minutes north of Cheyenne Wells. Public report from social media that provided a picture of the tornado beneath a thunderstorm base.","A brief landspout tornado occurred north of Cheyenne Wells. A nearly stationary storm formed along a boundary, a favorable setup for landspout formation.",92
1044442,SEDGWICK CO.,SEDGWICK,06/07/2022,1603,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170984,C,115,BOU,0,0,Trained Spotter, ,0.01,50,1,N,1,N,SEDGWICK,06/07/2022,1604,40.95,-102.52,40.95,-102.52,"A tornado touched down in an open field; no damage was observed.","Severe thunderstorms through the afternoon and evening brought hail across portions of the plains, and several brief landspouts to the northeast corner.  Large hail up to 2.5 inches in diameter occurred, with the largest hail in Sedgwick County.",93
1044444,SEDGWICK CO.,SEDGWICK,06/07/2022,1609,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170984,C,115,BOU,0,0,Public, ,0.01,50,3,NE,3,NE,SEDGWICK,06/07/2022,1610,40.96,-102.48,40.96,-102.48,"A tornado touched down in an open field; no damage was observed.","Severe thunderstorms through the afternoon and evening brought hail across portions of the plains, and several brief landspouts to the northeast corner.  Large hail up to 2.5 inches in diameter occurred, with the largest hail in Sedgwick County.",94
1044449,PHILLIPS CO.,AMHERST,06/07/2022,1644,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170984,C,95,BOU,0,0,Storm Chaser, ,0.01,50,10,WNW,10,WNW,AMHERST,06/07/2022,1645,40.74,-102.34,40.74,-102.34,"A landspout touched down in an open field; no damage was observed.","Severe thunderstorms through the afternoon and evening brought hail across portions of the plains, and several brief landspouts to the northeast corner.  Large hail up to 2.5 inches in diameter occurred, with the largest hail in Sedgwick County.",95
1044451,PHILLIPS CO.,HOLYOKE ARPT,06/07/2022,1709,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170984,C,95,BOU,0,0,Public, ,0.01,50,4,SSE,4,SSE,HOLYOKE ARPT,06/07/2022,1710,40.53,-102.24,40.53,-102.24,"A landspout touched down briefly in an open field; no damage was observed.","Severe thunderstorms through the afternoon and evening brought hail across portions of the plains, and several brief landspouts to the northeast corner.  Large hail up to 2.5 inches in diameter occurred, with the largest hail in Sedgwick County.",96
1040918,BENT CO.,LAS ANIMAS,06/07/2022,1736,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,171458,C,11,PUB,0,0,Storm Chaser, ,3.4,25,11,NNW,7,NW,LAS ANIMAS,06/07/2022,1745,38.2,-103.33,38.1561,-103.3017,"Storm Chaser showed pictures of tornado via social media.","A more significant and widespread day of severe weather occurred across much of southeastern Colorado during the afternoon and evening of June 7th. Numerous reports of large damaging hail, funnel clouds, and tornadoes occurred across the region.",97
1040920,PROWERS CO.,LAMAR,06/07/2022,1756,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,171458,C,99,PUB,0,0,NWS Employee, ,6.39,20,8,S,12,SSE,LAMAR,06/07/2022,1805,37.97,-102.62,37.9189,-102.5224,"Off duty NWS employee reported tornado touchdown.","A more significant and widespread day of severe weather occurred across much of southeastern Colorado during the afternoon and evening of June 7th. Numerous reports of large damaging hail, funnel clouds, and tornadoes occurred across the region.",98
1040925,BACA CO.,TWO BUTTES,06/07/2022,1918,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,171458,C,9,PUB,0,0,Law Enforcement, ,6.35,20,15,E,15,NE,WALSH,06/07/2022,1925,37.61,-102.13,37.5243,-102.088,"Law enforcement confirmed tornado touched the ground.","A more significant and widespread day of severe weather occurred across much of southeastern Colorado during the afternoon and evening of June 7th. Numerous reports of large damaging hail, funnel clouds, and tornadoes occurred across the region.",99
1040928,BACA CO.,TWO BUTTES,06/07/2022,2027,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,171458,C,9,PUB,0,0,Trained Spotter, ,8.07,20,8,ENE,9,NNE,WALSH,06/07/2022,2035,37.61,-102.26,37.5015,-102.2056,"Trained spotter reports tornado touched down northeast of Two Buttes.","A more significant and widespread day of severe weather occurred across much of southeastern Colorado during the afternoon and evening of June 7th. Numerous reports of large damaging hail, funnel clouds, and tornadoes occurred across the region.",100
1035332,DENVER CO.,(DEN)DENVER INTL ARP,06/12/2022,1308,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170654,C,31,BOU,0,0,NWS Employee, ,0.01,50,14,NE,14,NE,(DEN)DENVER INTL ARP,06/12/2022,1309,39.9,-104.69,39.9,-104.69,"A landspout developed briefly in an open field but no damage was observed.","Isolated severe thunderstorms developed in the afternoon.  A short-lived landspout was observed north of Denver International Airport.  No damage was observed.  In northern Washington County, a severe thunderstorm produced hail up to quarter size.",101
1035376,WELD CO.,GROVER,07/06/2022,1344,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170656,C,123,BOU,0,0,Storm Chaser, ,0.01,50,7,ENE,7,ENE,GROVER,07/06/2022,1345,40.9,-104.1,40.9,-104.1,"A landspout touched down briefly in an open field.  No damage was reported.","Severe thunderstorms produced six short-lived tornadoes across northeast Weld and Morgan counties.  Two of those landspouts were rated as EF1.  In Weld County, the tornado downed several trees and power poles.  In Morgan County, some oak trees were shredded and a power pole was snapped.  Across Douglas, Elbert and northern Lincoln counties, severe thunderstorms produced large hail, from quarter to half dollar size.  Strong thunderstorm wind gusts to 60 mph were reported along highway 71, south of Limon.",102
1045358,OTERO CO.,(LHX)LA JUNTA ARPT,07/06/2022,1946,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,172200,C,89,PUB,0,0,Law Enforcement, ,3.17,20,4,ESE,7,ESE,(LHX)LA JUNTA ARPT,07/06/2022,1958,38.02,-103.46,38.0162,-103.4019,"Pictures from Otero county sheriffs office show minor structural damage to a residence north of Highway 50 and south of the Arkansas river, northeast of casa. Winds are estimated at 80 mph. The tornado continued to track towards the Otero and Bent county line before lifting.","Thunderstorms developed in the afternoon over and near the higher terrain, with an initial risk of strong to severe storms in the Pikes Peak region. This risk then spread into the eastern plains along the Highway 50 corridor later in the evening, where large hail damaging wind gusts up to around 75 mph, localized flash flooding, and even a tornado occurred.",103
1035398,MORGAN CO.,FT MORGAN ARPT,07/07/2022,1539,Tornado, ,EF1,0,0,0,0,CO,MST-7, ,170656,C,87,BOU,0,0,Emergency Manager, ,0.62,100,4,ESE,4,ESE,FT MORGAN ARPT,07/07/2022,1542,40.3066,-103.7356,40.2976,-103.7351,"A tornado knocked down several trees and power poles.","Severe thunderstorms produced six short-lived tornadoes across northeast Weld and Morgan counties.  Two of those landspouts were rated as EF1.  In Weld County, the tornado downed several trees and power poles.  In Morgan County, some oak trees were shredded and a power pole was snapped.  Across Douglas, Elbert and northern Lincoln counties, severe thunderstorms produced large hail, from quarter to half dollar size.  Strong thunderstorm wind gusts to 60 mph were reported along highway 71, south of Limon.",104
1035399,MORGAN CO.,BRUSH,07/07/2022,1542,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,170656,C,87,BOU,0,0,Emergency Manager, ,0.01,50,5,NW,5,NW,BRUSH,07/07/2022,1543,40.2972,-103.6958,40.2972,-103.6958,"A tornado touched down briefly and caused minor damage.","Severe thunderstorms produced six short-lived tornadoes across northeast Weld and Morgan counties.  Two of those landspouts were rated as EF1.  In Weld County, the tornado downed several trees and power poles.  In Morgan County, some oak trees were shredded and a power pole was snapped.  Across Douglas, Elbert and northern Lincoln counties, severe thunderstorms produced large hail, from quarter to half dollar size.  Strong thunderstorm wind gusts to 60 mph were reported along highway 71, south of Limon.",105
1035400,MORGAN CO.,FT MORGAN,07/07/2022,1546,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,170656,C,87,BOU,0,0,Emergency Manager, ,0.01,50,5,E,5,E,FT MORGAN,07/07/2022,1547,40.2464,-103.7129,40.2464,-103.7129,"A tornado caused crop damage, between County Road R and Road 22825.","Severe thunderstorms produced six short-lived tornadoes across northeast Weld and Morgan counties.  Two of those landspouts were rated as EF1.  In Weld County, the tornado downed several trees and power poles.  In Morgan County, some oak trees were shredded and a power pole was snapped.  Across Douglas, Elbert and northern Lincoln counties, severe thunderstorms produced large hail, from quarter to half dollar size.  Strong thunderstorm wind gusts to 60 mph were reported along highway 71, south of Limon.",106
1035402,MORGAN CO.,BRUSH,07/07/2022,1549,Tornado, ,EF1,0,0,0,0,CO,MST-7, ,170656,C,87,BOU,0,0,Emergency Manager, ,0.01,50,4,W,4,W,BRUSH,07/07/2022,1550,40.2444,-103.6884,40.2444,-103.6884,"A tornado touched down and snapped a utility pole near the 24500 block of County Road R.","Severe thunderstorms produced six short-lived tornadoes across northeast Weld and Morgan counties.  Two of those landspouts were rated as EF1.  In Weld County, the tornado downed several trees and power poles.  In Morgan County, some oak trees were shredded and a power pole was snapped.  Across Douglas, Elbert and northern Lincoln counties, severe thunderstorms produced large hail, from quarter to half dollar size.  Strong thunderstorm wind gusts to 60 mph were reported along highway 71, south of Limon.",107
1035404,MORGAN CO.,BRUSH,07/07/2022,1551,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,170656,C,87,BOU,0,0,Emergency Manager, ,0.01,50,3,W,3,W,BRUSH,07/07/2022,1552,40.2473,-103.6698,40.2473,-103.6698,"A tornado touched down and caused minor wind damage at 25512 Road R.","Severe thunderstorms produced six short-lived tornadoes across northeast Weld and Morgan counties.  Two of those landspouts were rated as EF1.  In Weld County, the tornado downed several trees and power poles.  In Morgan County, some oak trees were shredded and a power pole was snapped.  Across Douglas, Elbert and northern Lincoln counties, severe thunderstorms produced large hail, from quarter to half dollar size.  Strong thunderstorm wind gusts to 60 mph were reported along highway 71, south of Limon.",108
1044573,KIT CARSON CO.,BURLINGTON ARPT,07/26/2022,1448,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,172044,C,63,GLD,0,0,Trained Spotter, ,0.77,50,18,NNW,18,NNW,BURLINGTON ARPT,07/26/2022,1451,39.5484,-102.4473,39.5436,-102.4604,"Brief landspout tornado southeast of Kirk, Colorado in far northern Kit Carson County. Tornado duration was around 3 minutes. No damage. Locations and times estimated from both spotter/first responder reports and NWS Goodland radar imagery.","On the afternoon of July 26, 2022, strong to severe storms developed along a stationary frontal boundary across eastern Colorado. Storms initially fired across southern Yuma County, but then proceeded to build southwest along the boundary. A favorable environment for tornado development was in place and several tornadoes were able to occur in Kit Carson County, Colorado. In addition, hail up to half dollar size was received with this event.",109
1044574,KIT CARSON CO.,STRATTON,07/26/2022,1451,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,172044,C,63,GLD,0,0,Law Enforcement, ,0.5,75,8,NNE,7,NNE,STRATTON,07/26/2022,1454,39.4036,-102.5508,39.3971,-102.5465,"Brief landspout tornado around 9 miles north of Stratton, CO. Tornado duration was around 3 minutes. No damage. Locations and times estimated from both spotter/first responder reports and NWS Goodland radar imagery.","On the afternoon of July 26, 2022, strong to severe storms developed along a stationary frontal boundary across eastern Colorado. Storms initially fired across southern Yuma County, but then proceeded to build southwest along the boundary. A favorable environment for tornado development was in place and several tornadoes were able to occur in Kit Carson County, Colorado. In addition, hail up to half dollar size was received with this event.",110
1044576,KIT CARSON CO.,VONA,07/26/2022,1529,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,172044,C,63,GLD,0,0,NWS Storm Survey, ,3.34,100,1,NW,3,E,SEIBERT,07/26/2022,1542,39.3067,-102.7587,39.2916,-102.8163,"Garage building was shifted east 6 inches off the foundation. A communications tower just east of the garage was folded in half facing the east-northeast. Metal roof panels and pieces of siding were scattered east and west from the garage. A propane tank on the west side of the property was rolled to the south off its base. A playground set on the southwest corner of the house was ripped apart and scattered to the north. A trampoline was crumbled and blown to the northeast. Pieces of siding from the west facing side of the house were scattered across the property. The tornado then traveled west-southwest across Interstate 70 before dissipating.","On the afternoon of July 26, 2022, strong to severe storms developed along a stationary frontal boundary across eastern Colorado. Storms initially fired across southern Yuma County, but then proceeded to build southwest along the boundary. A favorable environment for tornado development was in place and several tornadoes were able to occur in Kit Carson County, Colorado. In addition, hail up to half dollar size was received with this event.",111
1044575,KIT CARSON CO.,STRATTON,07/26/2022,1602,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,172044,C,63,GLD,0,0,Trained Spotter, ,1.61,100,6,NNW,5,NNW,STRATTON,07/26/2022,1616,39.3819,-102.6258,39.3605,-102.6375,"The tornado moved over open ground north to northwest of Stratton, CO. No damage. Locations and times estimated from both spotter/first responder reports and NWS Goodland radar imagery.","On the afternoon of July 26, 2022, strong to severe storms developed along a stationary frontal boundary across eastern Colorado. Storms initially fired across southern Yuma County, but then proceeded to build southwest along the boundary. A favorable environment for tornado development was in place and several tornadoes were able to occur in Kit Carson County, Colorado. In addition, hail up to half dollar size was received with this event.",112
1037821,ARAPAHOE CO.,(BKF)BUCKLEY AIR FORCE BASE,07/29/2022,1525,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170992,C,5,BOU,0,0,NWS Employee, ,0.01,50,3,N,3,N,(BKF)BUCKLEY AIR FORCE BASE,07/29/2022,1526,39.74,-104.74,39.74,-104.74,"A brief landspout developed in an open field.  No damage was observed.","Two brief landspouts developed, one north of Denver International Airport and the other northeast of Buckley AFB.  Both developed in open fields.  No damage was observed.",113
1037818,ADAMS CO.,COMMERCE CITY,07/29/2022,1536,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170992,C,1,BOU,0,0,Public, ,0.01,50,6,ENE,6,ENE,COMMERCE CITY,07/29/2022,1537,39.84,-104.82,39.84,-104.82,"A brief landspout developed in an open field.  No damage was observed.","Two brief landspouts developed, one north of Denver International Airport and the other northeast of Buckley AFB.  Both developed in open fields.  No damage was observed.",114
1037441,DENVER CO.,(DEN)DENVER INTL ARP,08/05/2022,1443,Tornado, ,EFU,0,0,0,0,CO,MST-7, ,170940,C,31,BOU,0,0,Official NWS Observations, ,0.01,25,13,NE,13,NE,(DEN)DENVER INTL ARP,08/05/2022,1450,39.9,-104.71,39.9,-104.71,"A landspout developed briefly near Denver International Airport observed.  It touched down in an open field and did no damage.","Flash flooding occurred along Buckhorn Creek with impacted several sections along Buckhorn Road (LCR 44H). Numerous washouts were observed along Buckhorn Rd. from Ballard Rd to mile marker 30. An estimated 2-3 foot surge of water and debris was reported along Buckhorn Creek.  In Denver, a landspout briefly formed in an open field near Denver International Airport.  It did no damage.",115
1096516,WELD CO.,PROSPECT VALLEY,04/22/2023,1321,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,178200,C,123,BOU,0,0,Trained Spotter, ,0.01,50,5,SW,5,SW,PROSPECT VALLEY,04/22/2023,1325,40.0212,-104.4846,40.0212,-104.4846,"A tornado touched down in an open field.  No damage was reported.","Four landspouts developed along a nearly stationary boundary. Three brief touchdowns  occurred in southeast Weld County, while another one touched down in Adams County.  All formed in open country and no damage was observed.",116
1096517,WELD CO.,PROSPECT VALLEY,04/22/2023,1330,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,178200,C,123,BOU,0,0,Trained Spotter, ,0.01,50,6,SW,6,SW,PROSPECT VALLEY,04/22/2023,1340,40.011,-104.4936,40.011,-104.4936,"A tornado touched down in an open field.  No damage was reported.","Four landspouts developed along a nearly stationary boundary. Three brief touchdowns  occurred in southeast Weld County, while another one touched down in Adams County.  All formed in open country and no damage was observed.",117
1096519,WELD CO.,PROSPECT VALLEY,04/22/2023,1351,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,178200,C,123,BOU,0,0,Trained Spotter, ,0.01,50,5,SW,5,SW,PROSPECT VALLEY,04/22/2023,1353,40.025,-104.4796,40.025,-104.4796,"A tornado touched down in an open field.  No damage was reported.","Four landspouts developed along a nearly stationary boundary. Three brief touchdowns  occurred in southeast Weld County, while another one touched down in Adams County.  All formed in open country and no damage was observed.",118
1096510,ADAMS CO.,AURORA,04/22/2023,1413,Tornado, ,EF0,0,0,0,0,CO,MST-7, ,178200,C,1,BOU,0,0,Trained Spotter, ,0.01,50,6,ENE,6,ENE,AURORA,04/22/2023,1418,39.7577,-104.7396,39.7577,-104.7396,"A tornado touched down briefly in an open field.  No damage was observed.","Four landspouts developed along a nearly stationary boundary. Three brief touchdowns  occurred in southeast Weld County, while another one touched down in Adams County.  All formed in open country and no damage was observed.",119
